,cluster,churn_proba,segment,strategy
63250,1,0.38624004,Low-Engagement / Passive,"Re-engagement campaign: usage incentives, feature education, win-back offer"
59395,2,0.27334592,High-Usage / Handset-Gap,Device upgrade or contract-renewal incentive (heavy users on aging handsets)
54449,1,0.2541072,Low-Engagement / Passive,"Re-engagement campaign: usage incentives, feature education, win-back offer"
51835,2,0.3262961,High-Usage / Handset-Gap,Device upgrade or contract-renewal incentive (heavy users on aging handsets)
57521,1,0.50993854,Low-Engagement / Passive,"Re-engagement campaign: usage incentives, feature education, win-back offer"
52882,2,0.26449013,High-Usage / Handset-Gap,Device upgrade or contract-renewal incentive (heavy users on aging handsets)
60117,1,0.3376056,Low-Engagement / Passive,"Re-engagement campaign: usage incentives, feature education, win-back offer"
67562,2,0.14455149,High-Usage / Handset-Gap,Device upgrade or contract-renewal incentive (heavy users on aging handsets)
56406,1,0.45799756,Low-Engagement / Passive,"Re-engagement campaign: usage incentives, feature education, win-back offer"
58068,1,0.40550032,Low-Engagement / Passive,"Re-engagement campaign: usage incentives, feature education, win-back offer"
55824,1,0.3021562,Low-Engagement / Passive,"Re-engagement campaign: usage incentives, feature education, win-back offer"
61905,1,0.4031209,Low-Engagement / Passive,"Re-engagement campaign: usage incentives, feature education, win-back offer"
68174,1,0.3732949,Low-Engagement / Passive,"Re-engagement campaign: usage incentives, feature education, win-back offer"
52344,1,0.18899994,Low-Engagement / Passive,"Re-engagement campaign: usage incentives, feature education, win-back offer"
52607,1,0.17047605,Low-Engagement / Passive,"Re-engagement campaign: usage incentives, feature education, win-back offer"
66746,1,0.40626445,Low-Engagement / Passive,"Re-engagement campaign: usage incentives, feature education, win-back offer"
30523,1,0.260402,Low-Engagement / Passive,"Re-engagement campaign: usage incentives, feature education, win-back offer"
62683,1,0.4546823,Low-Engagement / Passive,"Re-engagement campaign: usage incentives, feature education, win-back offer"
62816,1,0.51487213,Low-Engagement / Passive,"Re-engagement campaign: usage incentives, feature education, win-back offer"
67524,1,0.35900593,Low-Engagement / Passive,"Re-engagement campaign: usage incentives, feature education, win-back offer"
63122,1,0.5881501,Low-Engagement / Passive,"Re-engagement campaign: usage incentives, feature education, win-back offer"
56146,1,0.6231506,Low-Engagement / Passive,"Re-engagement campaign: usage incentives, feature education, win-back offer"
51433,2,0.29526493,High-Usage / Handset-Gap,Device upgrade or contract-renewal incentive (heavy users on aging handsets)
52947,1,0.5452653,Low-Engagement / Passive,"Re-engagement campaign: usage incentives, feature education, win-back offer"
57051,1,0.36712417,Low-Engagement / Passive,"Re-engagement campaign: usage incentives, feature education, win-back offer"
60600,1,0.4775707,Low-Engagement / Passive,"Re-engagement campaign: usage incentives, feature education, win-back offer"
59565,2,0.40687117,High-Usage / Handset-Gap,Device upgrade or contract-renewal incentive (heavy users on aging handsets)
30719,1,0.1644822,Low-Engagement / Passive,"Re-engagement campaign: usage incentives, feature education, win-back offer"
57188,2,0.3213245,High-Usage / Handset-Gap,Device upgrade or contract-renewal incentive (heavy users on aging handsets)
53101,2,0.55653036,High-Usage / Handset-Gap,Device upgrade or contract-renewal incentive (heavy users on aging handsets)
68090,1,0.4285496,Low-Engagement / Passive,"Re-engagement campaign: usage incentives, feature education, win-back offer"
55993,2,0.3211739,High-Usage / Handset-Gap,Device upgrade or contract-renewal incentive (heavy users on aging handsets)
53544,1,0.1681005,Low-Engagement / Passive,"Re-engagement campaign: usage incentives, feature education, win-back offer"
70013,1,0.39039877,Low-Engagement / Passive,"Re-engagement campaign: usage incentives, feature education, win-back offer"
70923,2,0.45046133,High-Usage / Handset-Gap,Device upgrade or contract-renewal incentive (heavy users on aging handsets)
59284,1,0.34423712,Low-Engagement / Passive,"Re-engagement campaign: usage incentives, feature education, win-back offer"
62821,2,0.37125605,High-Usage / Handset-Gap,Device upgrade or contract-renewal incentive (heavy users on aging handsets)
62117,2,0.6766859,High-Usage / Handset-Gap,Device upgrade or contract-renewal incentive (heavy users on aging handsets)
63390,1,0.45565453,Low-Engagement / Passive,"Re-engagement campaign: usage incentives, feature education, win-back offer"
67111,1,0.45253843,Low-Engagement / Passive,"Re-engagement campaign: usage incentives, feature education, win-back offer"
68670,1,0.4150287,Low-Engagement / Passive,"Re-engagement campaign: usage incentives, feature education, win-back offer"
58110,2,0.29778045,High-Usage / Handset-Gap,Device upgrade or contract-renewal incentive (heavy users on aging handsets)
67408,1,0.4504034,Low-Engagement / Passive,"Re-engagement campaign: usage incentives, feature education, win-back offer"
30551,2,0.3166456,High-Usage / Handset-Gap,Device upgrade or contract-renewal incentive (heavy users on aging handsets)
56822,2,0.34839875,High-Usage / Handset-Gap,Device upgrade or contract-renewal incentive (heavy users on aging handsets)
66550,2,0.29032347,High-Usage / Handset-Gap,Device upgrade or contract-renewal incentive (heavy users on aging handsets)
61455,2,0.3735766,High-Usage / Handset-Gap,Device upgrade or contract-renewal incentive (heavy users on aging handsets)
52628,2,0.38441852,High-Usage / Handset-Gap,Device upgrade or contract-renewal incentive (heavy users on aging handsets)
70921,1,0.50067455,Low-Engagement / Passive,"Re-engagement campaign: usage incentives, feature education, win-back offer"
55973,1,0.22269675,Low-Engagement / Passive,"Re-engagement campaign: usage incentives, feature education, win-back offer"
67048,1,0.12523907,Low-Engagement / Passive,"Re-engagement campaign: usage incentives, feature education, win-back offer"
55983,1,0.29056376,Low-Engagement / Passive,"Re-engagement campaign: usage incentives, feature education, win-back offer"
30714,1,0.13870543,Low-Engagement / Passive,"Re-engagement campaign: usage incentives, feature education, win-back offer"
58943,1,0.28806436,Low-Engagement / Passive,"Re-engagement campaign: usage incentives, feature education, win-back offer"
67889,1,0.21289147,Low-Engagement / Passive,"Re-engagement campaign: usage incentives, feature education, win-back offer"
57109,2,0.27263638,High-Usage / Handset-Gap,Device upgrade or contract-renewal incentive (heavy users on aging handsets)
59562,1,0.4252533,Low-Engagement / Passive,"Re-engagement campaign: usage incentives, feature education, win-back offer"
63970,2,0.5385723,High-Usage / Handset-Gap,Device upgrade or contract-renewal incentive (heavy users on aging handsets)
58641,2,0.36528257,High-Usage / Handset-Gap,Device upgrade or contract-renewal incentive (heavy users on aging handsets)
59528,2,0.3236121,High-Usage / Handset-Gap,Device upgrade or contract-renewal incentive (heavy users on aging handsets)
59700,1,0.2691297,Low-Engagement / Passive,"Re-engagement campaign: usage incentives, feature education, win-back offer"
55646,2,0.22389439,High-Usage / Handset-Gap,Device upgrade or contract-renewal incentive (heavy users on aging handsets)
64297,2,0.7654027,High-Usage / Handset-Gap,Device upgrade or contract-renewal incentive (heavy users on aging handsets)
69188,2,0.41616756,High-Usage / Handset-Gap,Device upgrade or contract-renewal incentive (heavy users on aging handsets)
58345,2,0.5290503,High-Usage / Handset-Gap,Device upgrade or contract-renewal incentive (heavy users on aging handsets)
68961,1,0.50015056,Low-Engagement / Passive,"Re-engagement campaign: usage incentives, feature education, win-back offer"
67058,2,0.56220734,High-Usage / Handset-Gap,Device upgrade or contract-renewal incentive (heavy users on aging handsets)
52278,2,0.5582198,High-Usage / Handset-Gap,Device upgrade or contract-renewal incentive (heavy users on aging handsets)
69209,1,0.43246815,Low-Engagement / Passive,"Re-engagement campaign: usage incentives, feature education, win-back offer"
64689,0,0.55655676,At-Risk / Retention-Contact,Priority retention outreach + service recovery (already contacted us)
53970,2,0.2024005,High-Usage / Handset-Gap,Device upgrade or contract-renewal incentive (heavy users on aging handsets)
68665,1,0.60680085,Low-Engagement / Passive,"Re-engagement campaign: usage incentives, feature education, win-back offer"
30878,2,0.2774011,High-Usage / Handset-Gap,Device upgrade or contract-renewal incentive (heavy users on aging handsets)
65532,2,0.42114487,High-Usage / Handset-Gap,Device upgrade or contract-renewal incentive (heavy users on aging handsets)
62239,1,0.295496,Low-Engagement / Passive,"Re-engagement campaign: usage incentives, feature education, win-back offer"
52962,1,0.42482612,Low-Engagement / Passive,"Re-engagement campaign: usage incentives, feature education, win-back offer"
57901,2,0.46595737,High-Usage / Handset-Gap,Device upgrade or contract-renewal incentive (heavy users on aging handsets)
56509,2,0.30590612,High-Usage / Handset-Gap,Device upgrade or contract-renewal incentive (heavy users on aging handsets)
64620,2,0.46626648,High-Usage / Handset-Gap,Device upgrade or contract-renewal incentive (heavy users on aging handsets)
70957,1,0.27620074,Low-Engagement / Passive,"Re-engagement campaign: usage incentives, feature education, win-back offer"
67561,1,0.38397682,Low-Engagement / Passive,"Re-engagement campaign: usage incentives, feature education, win-back offer"
58955,1,0.28623956,Low-Engagement / Passive,"Re-engagement campaign: usage incentives, feature education, win-back offer"
64690,2,0.32969442,High-Usage / Handset-Gap,Device upgrade or contract-renewal incentive (heavy users on aging handsets)
67366,2,0.7609085,High-Usage / Handset-Gap,Device upgrade or contract-renewal incentive (heavy users on aging handsets)
56541,2,0.5010125,High-Usage / Handset-Gap,Device upgrade or contract-renewal incentive (heavy users on aging handsets)
52029,1,0.39248478,Low-Engagement / Passive,"Re-engagement campaign: usage incentives, feature education, win-back offer"
67908,2,0.35143915,High-Usage / Handset-Gap,Device upgrade or contract-renewal incentive (heavy users on aging handsets)
65484,2,0.6634172,High-Usage / Handset-Gap,Device upgrade or contract-renewal incentive (heavy users on aging handsets)
59665,2,0.26545078,High-Usage / Handset-Gap,Device upgrade or contract-renewal incentive (heavy users on aging handsets)
57731,2,0.4557745,High-Usage / Handset-Gap,Device upgrade or contract-renewal incentive (heavy users on aging handsets)
69712,1,0.42315117,Low-Engagement / Passive,"Re-engagement campaign: usage incentives, feature education, win-back offer"
61646,1,0.43497366,Low-Engagement / Passive,"Re-engagement campaign: usage incentives, feature education, win-back offer"
66712,2,0.5103287,High-Usage / Handset-Gap,Device upgrade or contract-renewal incentive (heavy users on aging handsets)
60391,2,0.37621877,High-Usage / Handset-Gap,Device upgrade or contract-renewal incentive (heavy users on aging handsets)
69875,1,0.5299404,Low-Engagement / Passive,"Re-engagement campaign: usage incentives, feature education, win-back offer"
57066,2,0.20647255,High-Usage / Handset-Gap,Device upgrade or contract-renewal incentive (heavy users on aging handsets)
70929,1,0.1596481,Low-Engagement / Passive,"Re-engagement campaign: usage incentives, feature education, win-back offer"
64978,1,0.38891026,Low-Engagement / Passive,"Re-engagement campaign: usage incentives, feature education, win-back offer"
55453,1,0.37046605,Low-Engagement / Passive,"Re-engagement campaign: usage incentives, feature education, win-back offer"
61262,1,0.27249297,Low-Engagement / Passive,"Re-engagement campaign: usage incentives, feature education, win-back offer"
58922,2,0.280847,High-Usage / Handset-Gap,Device upgrade or contract-renewal incentive (heavy users on aging handsets)
65680,0,0.79945564,At-Risk / Retention-Contact,Priority retention outreach + service recovery (already contacted us)
66622,1,0.2943393,Low-Engagement / Passive,"Re-engagement campaign: usage incentives, feature education, win-back offer"
64024,1,0.5948609,Low-Engagement / Passive,"Re-engagement campaign: usage incentives, feature education, win-back offer"
56732,2,0.16459166,High-Usage / Handset-Gap,Device upgrade or contract-renewal incentive (heavy users on aging handsets)
63196,2,0.42720902,High-Usage / Handset-Gap,Device upgrade or contract-renewal incentive (heavy users on aging handsets)
56720,1,0.28214872,Low-Engagement / Passive,"Re-engagement campaign: usage incentives, feature education, win-back offer"
54945,1,0.39070946,Low-Engagement / Passive,"Re-engagement campaign: usage incentives, feature education, win-back offer"
67405,1,0.22201826,Low-Engagement / Passive,"Re-engagement campaign: usage incentives, feature education, win-back offer"
56960,1,0.24317777,Low-Engagement / Passive,"Re-engagement campaign: usage incentives, feature education, win-back offer"
55527,0,0.56806654,At-Risk / Retention-Contact,Priority retention outreach + service recovery (already contacted us)
54358,2,0.5740832,High-Usage / Handset-Gap,Device upgrade or contract-renewal incentive (heavy users on aging handsets)
69173,1,0.20850666,Low-Engagement / Passive,"Re-engagement campaign: usage incentives, feature education, win-back offer"
53679,2,0.2717047,High-Usage / Handset-Gap,Device upgrade or contract-renewal incentive (heavy users on aging handsets)
60246,1,0.35498998,Low-Engagement / Passive,"Re-engagement campaign: usage incentives, feature education, win-back offer"
61170,1,0.26138714,Low-Engagement / Passive,"Re-engagement campaign: usage incentives, feature education, win-back offer"
30979,1,0.21171014,Low-Engagement / Passive,"Re-engagement campaign: usage incentives, feature education, win-back offer"
30559,1,0.30769986,Low-Engagement / Passive,"Re-engagement campaign: usage incentives, feature education, win-back offer"
53596,1,0.16754852,Low-Engagement / Passive,"Re-engagement campaign: usage incentives, feature education, win-back offer"
68904,1,0.40233463,Low-Engagement / Passive,"Re-engagement campaign: usage incentives, feature education, win-back offer"
63740,1,0.42818666,Low-Engagement / Passive,"Re-engagement campaign: usage incentives, feature education, win-back offer"
66929,1,0.3695012,Low-Engagement / Passive,"Re-engagement campaign: usage incentives, feature education, win-back offer"
63357,2,0.47240546,High-Usage / Handset-Gap,Device upgrade or contract-renewal incentive (heavy users on aging handsets)
66710,1,0.7202967,Low-Engagement / Passive,"Re-engagement campaign: usage incentives, feature education, win-back offer"
64570,2,0.26277372,High-Usage / Handset-Gap,Device upgrade or contract-renewal incentive (heavy users on aging handsets)
60973,1,0.44371998,Low-Engagement / Passive,"Re-engagement campaign: usage incentives, feature education, win-back offer"
64474,1,0.5658652,Low-Engagement / Passive,"Re-engagement campaign: usage incentives, feature education, win-back offer"
30504,1,0.34030053,Low-Engagement / Passive,"Re-engagement campaign: usage incentives, feature education, win-back offer"
30534,1,0.31724444,Low-Engagement / Passive,"Re-engagement campaign: usage incentives, feature education, win-back offer"
30873,1,0.42496318,Low-Engagement / Passive,"Re-engagement campaign: usage incentives, feature education, win-back offer"
58795,2,0.19832622,High-Usage / Handset-Gap,Device upgrade or contract-renewal incentive (heavy users on aging handsets)
52850,1,0.48048076,Low-Engagement / Passive,"Re-engagement campaign: usage incentives, feature education, win-back offer"
65092,1,0.31593862,Low-Engagement / Passive,"Re-engagement campaign: usage incentives, feature education, win-back offer"
68173,2,0.6984226,High-Usage / Handset-Gap,Device upgrade or contract-renewal incentive (heavy users on aging handsets)
68050,1,0.5932512,Low-Engagement / Passive,"Re-engagement campaign: usage incentives, feature education, win-back offer"
56444,1,0.43627325,Low-Engagement / Passive,"Re-engagement campaign: usage incentives, feature education, win-back offer"
66192,0,0.7593897,At-Risk / Retention-Contact,Priority retention outreach + service recovery (already contacted us)
70474,1,0.2794919,Low-Engagement / Passive,"Re-engagement campaign: usage incentives, feature education, win-back offer"
53533,0,0.5095126,At-Risk / Retention-Contact,Priority retention outreach + service recovery (already contacted us)
66625,2,0.4953671,High-Usage / Handset-Gap,Device upgrade or contract-renewal incentive (heavy users on aging handsets)
52641,2,0.34978724,High-Usage / Handset-Gap,Device upgrade or contract-renewal incentive (heavy users on aging handsets)
63045,1,0.47942233,Low-Engagement / Passive,"Re-engagement campaign: usage incentives, feature education, win-back offer"
53900,1,0.13379967,Low-Engagement / Passive,"Re-engagement campaign: usage incentives, feature education, win-back offer"
60092,1,0.30876172,Low-Engagement / Passive,"Re-engagement campaign: usage incentives, feature education, win-back offer"
51762,2,0.06790961,High-Usage / Handset-Gap,Device upgrade or contract-renewal incentive (heavy users on aging handsets)
61466,1,0.29937196,Low-Engagement / Passive,"Re-engagement campaign: usage incentives, feature education, win-back offer"
58346,1,0.27530715,Low-Engagement / Passive,"Re-engagement campaign: usage incentives, feature education, win-back offer"
70637,1,0.15092875,Low-Engagement / Passive,"Re-engagement campaign: usage incentives, feature education, win-back offer"
64400,2,0.45426992,High-Usage / Handset-Gap,Device upgrade or contract-renewal incentive (heavy users on aging handsets)
57488,1,0.33032104,Low-Engagement / Passive,"Re-engagement campaign: usage incentives, feature education, win-back offer"
64082,0,0.60209715,At-Risk / Retention-Contact,Priority retention outreach + service recovery (already contacted us)
70418,1,0.10847513,Low-Engagement / Passive,"Re-engagement campaign: usage incentives, feature education, win-back offer"
51221,1,0.3819439,Low-Engagement / Passive,"Re-engagement campaign: usage incentives, feature education, win-back offer"
65096,1,0.20883027,Low-Engagement / Passive,"Re-engagement campaign: usage incentives, feature education, win-back offer"
69442,1,0.29596072,Low-Engagement / Passive,"Re-engagement campaign: usage incentives, feature education, win-back offer"
65866,2,0.18111452,High-Usage / Handset-Gap,Device upgrade or contract-renewal incentive (heavy users on aging handsets)
70610,1,0.28320774,Low-Engagement / Passive,"Re-engagement campaign: usage incentives, feature education, win-back offer"
70975,1,0.36927465,Low-Engagement / Passive,"Re-engagement campaign: usage incentives, feature education, win-back offer"
71040,2,0.5104072,High-Usage / Handset-Gap,Device upgrade or contract-renewal incentive (heavy users on aging handsets)
55057,2,0.39194334,High-Usage / Handset-Gap,Device upgrade or contract-renewal incentive (heavy users on aging handsets)
66259,2,0.2844768,High-Usage / Handset-Gap,Device upgrade or contract-renewal incentive (heavy users on aging handsets)
54004,1,0.5028283,Low-Engagement / Passive,"Re-engagement campaign: usage incentives, feature education, win-back offer"
51978,1,0.2929518,Low-Engagement / Passive,"Re-engagement campaign: usage incentives, feature education, win-back offer"
65038,1,0.08573595,Low-Engagement / Passive,"Re-engagement campaign: usage incentives, feature education, win-back offer"
64833,2,0.6546119,High-Usage / Handset-Gap,Device upgrade or contract-renewal incentive (heavy users on aging handsets)
53473,1,0.46484166,Low-Engagement / Passive,"Re-engagement campaign: usage incentives, feature education, win-back offer"
51699,1,0.65115345,Low-Engagement / Passive,"Re-engagement campaign: usage incentives, feature education, win-back offer"
58320,1,0.5010915,Low-Engagement / Passive,"Re-engagement campaign: usage incentives, feature education, win-back offer"
51148,2,0.09867042,High-Usage / Handset-Gap,Device upgrade or contract-renewal incentive (heavy users on aging handsets)
55554,1,0.17851083,Low-Engagement / Passive,"Re-engagement campaign: usage incentives, feature education, win-back offer"
65570,2,0.3732095,High-Usage / Handset-Gap,Device upgrade or contract-renewal incentive (heavy users on aging handsets)
57741,1,0.553224,Low-Engagement / Passive,"Re-engagement campaign: usage incentives, feature education, win-back offer"
51237,1,0.2089534,Low-Engagement / Passive,"Re-engagement campaign: usage incentives, feature education, win-back offer"
66513,2,0.3577499,High-Usage / Handset-Gap,Device upgrade or contract-renewal incentive (heavy users on aging handsets)
55808,2,0.37210828,High-Usage / Handset-Gap,Device upgrade or contract-renewal incentive (heavy users on aging handsets)
58213,1,0.28967473,Low-Engagement / Passive,"Re-engagement campaign: usage incentives, feature education, win-back offer"
65048,1,0.44048172,Low-Engagement / Passive,"Re-engagement campaign: usage incentives, feature education, win-back offer"
58937,2,0.48041517,High-Usage / Handset-Gap,Device upgrade or contract-renewal incentive (heavy users on aging handsets)
55085,1,0.1099911,Low-Engagement / Passive,"Re-engagement campaign: usage incentives, feature education, win-back offer"
67980,1,0.44971433,Low-Engagement / Passive,"Re-engagement campaign: usage incentives, feature education, win-back offer"
60170,2,0.4695487,High-Usage / Handset-Gap,Device upgrade or contract-renewal incentive (heavy users on aging handsets)
66706,1,0.5458129,Low-Engagement / Passive,"Re-engagement campaign: usage incentives, feature education, win-back offer"
64762,1,0.4005873,Low-Engagement / Passive,"Re-engagement campaign: usage incentives, feature education, win-back offer"
52070,2,0.34444648,High-Usage / Handset-Gap,Device upgrade or contract-renewal incentive (heavy users on aging handsets)
55355,2,0.52218074,High-Usage / Handset-Gap,Device upgrade or contract-renewal incentive (heavy users on aging handsets)
63295,1,0.31161755,Low-Engagement / Passive,"Re-engagement campaign: usage incentives, feature education, win-back offer"
56662,1,0.19054915,Low-Engagement / Passive,"Re-engagement campaign: usage incentives, feature education, win-back offer"
67999,1,0.328318,Low-Engagement / Passive,"Re-engagement campaign: usage incentives, feature education, win-back offer"
70772,2,0.7224012,High-Usage / Handset-Gap,Device upgrade or contract-renewal incentive (heavy users on aging handsets)
66771,1,0.18126906,Low-Engagement / Passive,"Re-engagement campaign: usage incentives, feature education, win-back offer"
70645,1,0.3629473,Low-Engagement / Passive,"Re-engagement campaign: usage incentives, feature education, win-back offer"
63323,2,0.5300252,High-Usage / Handset-Gap,Device upgrade or contract-renewal incentive (heavy users on aging handsets)
56378,2,0.22682418,High-Usage / Handset-Gap,Device upgrade or contract-renewal incentive (heavy users on aging handsets)
70419,1,0.47146136,Low-Engagement / Passive,"Re-engagement campaign: usage incentives, feature education, win-back offer"
59003,2,0.40633282,High-Usage / Handset-Gap,Device upgrade or contract-renewal incentive (heavy users on aging handsets)
69811,2,0.32380712,High-Usage / Handset-Gap,Device upgrade or contract-renewal incentive (heavy users on aging handsets)
53736,2,0.3655161,High-Usage / Handset-Gap,Device upgrade or contract-renewal incentive (heavy users on aging handsets)
59975,2,0.36907846,High-Usage / Handset-Gap,Device upgrade or contract-renewal incentive (heavy users on aging handsets)
58517,1,0.3154158,Low-Engagement / Passive,"Re-engagement campaign: usage incentives, feature education, win-back offer"
64977,2,0.46176714,High-Usage / Handset-Gap,Device upgrade or contract-renewal incentive (heavy users on aging handsets)
67445,1,0.15640973,Low-Engagement / Passive,"Re-engagement campaign: usage incentives, feature education, win-back offer"
54336,2,0.40502614,High-Usage / Handset-Gap,Device upgrade or contract-renewal incentive (heavy users on aging handsets)
61622,2,0.30255255,High-Usage / Handset-Gap,Device upgrade or contract-renewal incentive (heavy users on aging handsets)
56688,1,0.35382998,Low-Engagement / Passive,"Re-engagement campaign: usage incentives, feature education, win-back offer"
65472,1,0.528745,Low-Engagement / Passive,"Re-engagement campaign: usage incentives, feature education, win-back offer"
67098,1,0.4176833,Low-Engagement / Passive,"Re-engagement campaign: usage incentives, feature education, win-back offer"
57379,1,0.22078896,Low-Engagement / Passive,"Re-engagement campaign: usage incentives, feature education, win-back offer"
70106,1,0.069977954,Low-Engagement / Passive,"Re-engagement campaign: usage incentives, feature education, win-back offer"
68082,2,0.5911553,High-Usage / Handset-Gap,Device upgrade or contract-renewal incentive (heavy users on aging handsets)
58187,2,0.48424673,High-Usage / Handset-Gap,Device upgrade or contract-renewal incentive (heavy users on aging handsets)
70438,1,0.27617574,Low-Engagement / Passive,"Re-engagement campaign: usage incentives, feature education, win-back offer"
68507,1,0.38689208,Low-Engagement / Passive,"Re-engagement campaign: usage incentives, feature education, win-back offer"
64789,2,0.4346975,High-Usage / Handset-Gap,Device upgrade or contract-renewal incentive (heavy users on aging handsets)
59263,1,0.44758967,Low-Engagement / Passive,"Re-engagement campaign: usage incentives, feature education, win-back offer"
58108,1,0.5377395,Low-Engagement / Passive,"Re-engagement campaign: usage incentives, feature education, win-back offer"
52265,1,0.09937642,Low-Engagement / Passive,"Re-engagement campaign: usage incentives, feature education, win-back offer"
53359,1,0.47792765,Low-Engagement / Passive,"Re-engagement campaign: usage incentives, feature education, win-back offer"
70255,1,0.23096901,Low-Engagement / Passive,"Re-engagement campaign: usage incentives, feature education, win-back offer"
60491,0,0.32299098,At-Risk / Retention-Contact,Priority retention outreach + service recovery (already contacted us)
65185,2,0.4953822,High-Usage / Handset-Gap,Device upgrade or contract-renewal incentive (heavy users on aging handsets)
71044,1,0.29919386,Low-Engagement / Passive,"Re-engagement campaign: usage incentives, feature education, win-back offer"
58406,2,0.32636136,High-Usage / Handset-Gap,Device upgrade or contract-renewal incentive (heavy users on aging handsets)
66470,1,0.66514665,Low-Engagement / Passive,"Re-engagement campaign: usage incentives, feature education, win-back offer"
62392,2,0.46706194,High-Usage / Handset-Gap,Device upgrade or contract-renewal incentive (heavy users on aging handsets)
70756,2,0.18238747,High-Usage / Handset-Gap,Device upgrade or contract-renewal incentive (heavy users on aging handsets)
55272,2,0.35387623,High-Usage / Handset-Gap,Device upgrade or contract-renewal incentive (heavy users on aging handsets)
64369,1,0.3634352,Low-Engagement / Passive,"Re-engagement campaign: usage incentives, feature education, win-back offer"
66068,2,0.37413546,High-Usage / Handset-Gap,Device upgrade or contract-renewal incentive (heavy users on aging handsets)
56502,2,0.5982931,High-Usage / Handset-Gap,Device upgrade or contract-renewal incentive (heavy users on aging handsets)
53299,0,0.7417971,At-Risk / Retention-Contact,Priority retention outreach + service recovery (already contacted us)
52849,1,0.4781011,Low-Engagement / Passive,"Re-engagement campaign: usage incentives, feature education, win-back offer"
57667,2,0.34051314,High-Usage / Handset-Gap,Device upgrade or contract-renewal incentive (heavy users on aging handsets)
52455,2,0.5935527,High-Usage / Handset-Gap,Device upgrade or contract-renewal incentive (heavy users on aging handsets)
62039,2,0.4481139,High-Usage / Handset-Gap,Device upgrade or contract-renewal incentive (heavy users on aging handsets)
55657,1,0.35081273,Low-Engagement / Passive,"Re-engagement campaign: usage incentives, feature education, win-back offer"
60926,2,0.17498459,High-Usage / Handset-Gap,Device upgrade or contract-renewal incentive (heavy users on aging handsets)
54198,1,0.07107348,Low-Engagement / Passive,"Re-engagement campaign: usage incentives, feature education, win-back offer"
30474,2,0.5398646,High-Usage / Handset-Gap,Device upgrade or contract-renewal incentive (heavy users on aging handsets)
70626,1,0.15590759,Low-Engagement / Passive,"Re-engagement campaign: usage incentives, feature education, win-back offer"
57183,1,0.35899913,Low-Engagement / Passive,"Re-engagement campaign: usage incentives, feature education, win-back offer"
61132,1,0.41737458,Low-Engagement / Passive,"Re-engagement campaign: usage incentives, feature education, win-back offer"
69073,0,0.5154435,At-Risk / Retention-Contact,Priority retention outreach + service recovery (already contacted us)
70553,2,0.20619144,High-Usage / Handset-Gap,Device upgrade or contract-renewal incentive (heavy users on aging handsets)
54776,1,0.249607,Low-Engagement / Passive,"Re-engagement campaign: usage incentives, feature education, win-back offer"
67839,2,0.33645922,High-Usage / Handset-Gap,Device upgrade or contract-renewal incentive (heavy users on aging handsets)
60096,1,0.35885924,Low-Engagement / Passive,"Re-engagement campaign: usage incentives, feature education, win-back offer"
67197,1,0.21069409,Low-Engagement / Passive,"Re-engagement campaign: usage incentives, feature education, win-back offer"
67306,2,0.20256111,High-Usage / Handset-Gap,Device upgrade or contract-renewal incentive (heavy users on aging handsets)
70161,1,0.27370754,Low-Engagement / Passive,"Re-engagement campaign: usage incentives, feature education, win-back offer"
58202,2,0.300315,High-Usage / Handset-Gap,Device upgrade or contract-renewal incentive (heavy users on aging handsets)
30653,2,0.36039707,High-Usage / Handset-Gap,Device upgrade or contract-renewal incentive (heavy users on aging handsets)
55454,1,0.4122834,Low-Engagement / Passive,"Re-engagement campaign: usage incentives, feature education, win-back offer"
69376,2,0.3964369,High-Usage / Handset-Gap,Device upgrade or contract-renewal incentive (heavy users on aging handsets)
67912,1,0.5041045,Low-Engagement / Passive,"Re-engagement campaign: usage incentives, feature education, win-back offer"
60296,1,0.26280352,Low-Engagement / Passive,"Re-engagement campaign: usage incentives, feature education, win-back offer"
30949,1,0.14590012,Low-Engagement / Passive,"Re-engagement campaign: usage incentives, feature education, win-back offer"
70023,1,0.190097,Low-Engagement / Passive,"Re-engagement campaign: usage incentives, feature education, win-back offer"
69058,1,0.16512981,Low-Engagement / Passive,"Re-engagement campaign: usage incentives, feature education, win-back offer"
58120,1,0.32367676,Low-Engagement / Passive,"Re-engagement campaign: usage incentives, feature education, win-back offer"
57573,2,0.34570575,High-Usage / Handset-Gap,Device upgrade or contract-renewal incentive (heavy users on aging handsets)
58817,2,0.5123542,High-Usage / Handset-Gap,Device upgrade or contract-renewal incentive (heavy users on aging handsets)
68387,1,0.43317088,Low-Engagement / Passive,"Re-engagement campaign: usage incentives, feature education, win-back offer"
56152,1,0.3099229,Low-Engagement / Passive,"Re-engagement campaign: usage incentives, feature education, win-back offer"
69000,0,0.64974,At-Risk / Retention-Contact,Priority retention outreach + service recovery (already contacted us)
64498,2,0.7597639,High-Usage / Handset-Gap,Device upgrade or contract-renewal incentive (heavy users on aging handsets)
68817,1,0.51591253,Low-Engagement / Passive,"Re-engagement campaign: usage incentives, feature education, win-back offer"
58029,1,0.58202094,Low-Engagement / Passive,"Re-engagement campaign: usage incentives, feature education, win-back offer"
68631,2,0.25578457,High-Usage / Handset-Gap,Device upgrade or contract-renewal incentive (heavy users on aging handsets)
60990,0,0.5287503,At-Risk / Retention-Contact,Priority retention outreach + service recovery (already contacted us)
